id,file_content,labels
198.txt,"Just received a 911, call from a male Stacey just shot someone on his porch, sending him up. We're trying to call
that units
to that 446,
you Macron, yes, responding. We have the mail on the line. Safety doesn't know this person trying to get further. I
rescue somebody down on the porch.
Okay, dolphin and outer drive.
Happy. Dolphin and
other guys gonna be a black female.
Copy, black female.
Base, 10, rescue, 1017, seat at 446,",Law_Enforcement
199.txt,"What's your address? Ma'am.
Ma'am, what address are you calling from?
Ma'am, stop screaming. What address are you calling from? Ma'am, ma'am, Whitaker road and what? Ma'am,
what are you here?
You're by Lincoln High School.
You're by Whitaker and Willis.
Okay, what kind of car
is disabled on the side of the road? Ma'am, they took your car too.
Ma'am, how old is your son?
Two years old, and you're in Willis Road, ma'am, I'm gonna Whitaker Road, okay, you're on Whitaker Road, near what I'm on Whitaker road. I'm on Whitaker I'm between
Willis,
between my land, between Willis and my one,
between Willis and do you see a house near you?
Ma'am. What address Do you see on the house?
Okay, are you in a car?
One color. What color is your car? Gray you're in a gray Taurus. Ma'am, take a deep breath. Who took your baby?
Which way did he go?
Which way did he go?
Okay, ma'am, how did he get your son?
Ma'am, ma'am, tell me,
I want to get you some help, but I need to know where the car went. Okay,
already. Go up Whitaker road.
Okay, north,
ma'am. Did he go north sound on Whitaker from Willis road? So he stopped, and he said he was going to help you with your car. And then he took your baby. How old is your son?
Two? How did he get your son out of the
car? Okay, okay, okay, listen, listen, we have deputies on the way there right now. Ma'am, tell me. Ma'am, tell me, whatever else you can tell me about the red truck.
Is it old or new?
Red Truck? Is it a big Listen to me. Ma'am, what's your name?
What's your name?
Maya, okay. Maya, listen to me. Listen to me, listen. Maya, Maya Maya, was it a big truck or a small truck? Maya Maya, listen, I need to get Maya. Maya Maya Maya, I
am that truck.
Try and calm down. I know you're really scared.
Maya, no, no man, stay on the phone with me. Maya, call my No, no, I don't want you to call your mom. I want you to stay on the phone. Okay, Maya, the police are on the way. I need you to tell me about that truck. What else can you tell me about? It? Was it a big. Run. It's old and it's got rust on it. Okay, that's good.
I know Maya. I know
Maya. Can you tell me if it was a big truck or a small truck, a
little truck? Like a small truck, I know, but can you tell me? Maya Maya, the officers need to know what kind of a red truck to look for.
Maya Maya,
Maya, what else
I know? Maya, Maya,
Kate. Maya, Maya, Maya, hi, Maya.
Maya, get in your car and lock the door. Okay.
Okay, we have, Maya, we have help on the way. Okay,
I know, I know you told me that you're
on a Country Road. Maya,
I know you're really Maya,
I am. Will you get in your truck.
Get in your car. Maya.
Maya, who Maya, Maya,
that might be Her at Whitaker and Ross vault road. You
it Maya, could you be on Whitaker? Okay, you stay in your car with the doors locked until the police get there. Okay. In your car with the doors locked until we get there. Okay, right now.
Okay, tell
me. Tell me. What else you can tell me about the truck that took your son so Okay? And what did the person look like? Who took your thought?
Maya, was he white or black?
Maya, Maya, the guy, white or black, Christian.
Can you call her mom or
Okay, okay, we have police on the way. Okay,
we need you to stay there. Okay, I
Okay, they're on the way. Maya,
okay, they're on the way.
Maya, can you tell me anything else about what the guy looked like? I don't know. After,
okay, we're calling them for you. Okay,
we're calling. We're gonna call your mom. Okay,
Maya, how old are the other kids in the car? Okay?
About the truck? Did you said it
wouldn't we need to know whatever we can.
Maya, can you tell me anything else about the truck? I know,
I know. Did
it have a tap on the mask?
Okay, okay, okay,
they're on the way there, Maya, they're on the way there right now. Okay. Did he? Did he say anything to you? Ma'am, we have police on the way there. Okay, can you tell me anything i.",Law_Enforcement
2.txt,"911: Hello, this is the book over bank of 1302 with international speedway Boulevard. Okay, we're being robbed. Okay, were you at the bank?
Caller: He's saying he has he's saying he has a bomb. He's saying he has a taser. Okay? White male, black beanie, gray jacket. He's got a big red bag.
911: Okay, what else can you tell me about him? Where's he at the bank?
Caller: He's probably in our vault right now. He's threatened to detonate the bomb if we called. He also has tasers and a gun, 45 caliber.
911: Okay, we've got units right on scene. He just walked out the front door, big red bag.",Law_Enforcement
20.txt,"911: 911, what is the address of your emergency?
Caller: West 79th Street.
911: A house or an apartment?
Caller: Oh?
911: Tell me exactly what happened.
Caller: There's somebody. There's a guy. I'm home alone, and he's knocking on my door, please. I need somebody here quick. He opened the door.
911: You opened your front door. What's your name? Hello. What is it? Stay on the line. Are you expecting anyone?
Caller: No, no, no, I need someone here quick.
911: Okay, stay on the line. Let me Don't hang up, one second. Are you in a room or anything by yourself?
Caller: No, okay, can you get into a room somewhere that you're locked in and by yourself? No, no, I can't. Why can't you? He's what? Hello, I need someone here. Quick.
911: Hello, hello. Okay. What do you mean? He's looking at you.
Caller: Hello, not looking at me. I need someone here.
911: Okay, how old are you?
Caller: I'm 12.
911: You're 12, and you're home alone. Okay, listen, I'm asking you regular questions. I can send the help out to you. Okay, okay, can you get into your room, or lock yourself in your room or something?
Caller: No, why not? Hello, okay, I'm in the room. Okay, you locked yourself in the room?",Law_Enforcement
200.txt,"Green, 1911, may help you.
Oh, yes, I made an officer at a 2007
Callison highway. What's wrong? Oh, I'm just stressed out and about to
take my life. I mean,
what's your name?
Do you have a weapon with you?
Do you have a weapon with you? Yes.
What do you have, sir, 44
get in there.
What's going on? I.",Law_Enforcement
201.txt,"Address the emergency
Braybrook. That's B R, A, y, b, r, O, O, k, e, place,
Fayetteville, North Carolina, 28314,
okay, and just repeat that address for me for verification, please.
Bray Brook place, B R, A, y, b, r, O, O, k, e, place, Fayetteville, North Carolina, 28314,
okay, what's your
name? Okay, tell
me what's going on. Broke out and the lady come running outside, saying that some man is in there, shooting everyone going crazy.
Okay, that was happening. Yes.
Is this scream? Screaming and everything.
She came out here wanting help. She ran out of the house
that's that's her son. She said it's her nephew getting his hitting the mother?
She said she got hit.
Are you guys sending someone? We're gonna get someone out there. Okay, thank you so much.
That's her son.
Can you see her? The lady and her son. And then I guess she said it's her nephew. This went crazy, and he's hitting his mother. Another lady got hit that ran outside.
She just came back and asked if the police were on their way.
Are you there? Are you near there? Now? Yes,
well, we live right across the street. It's a town home
subdivision.
Oh, God, 40 weapons of all dimension.
I don't she didn't mention any. Okay, do
you know how many people are involved?
Well, I don't know. Maybe four.
Can you see? Can you see anyone? Yes, the ladies still
outside of my house in the middle of the road,
where the where's the nephew or the son at, I
guess? Well, the son came running outside, but the nephew, apparently. Is there anyone else outside? Danny, oh, just, I don't really know, because I don't really know her that well, I her son. Well, he was outside. Yes, her son was and I think the lady that got hit too is outside. Now, both women are standing right on the middle of the road.
Okay, do you know what the sun looks like? The person is doing a hitting
they're like, Well, I know she's like, Japanese or something like that. Karina, maybe i Yes, they all live on, well, just the sun without the shirt on, and the woman that came to the house is the one that lived there.
Okay, did they arrive in the vehicle? Do you know?
Yes, they're in like a Toyota. What color is it? It's white. It's in the driveway, still part everyone outside, except for the nest heat that supposedly is going crazy. Yes, it's a SUV. It's a Toyota, maybe like a Highlander or a RAV board.
It's white. It's Are
there any children present that you see? No,
not small children. Has
anyone involved in using alcohol or
drugs? I don't know. The woman came over here screaming, saying she thinks the nephews on drugs or something. Does anyone. Injured or sick? Well, I know that he was hitting his mom, the nephew was hitting his mother, and the lady that lives there says she got hit. Okay,
all right, well, so we'll be dispatched as soon as possible. Contact immediately, if anything changes, or you have any further information. What's your name, then do
you want to be contacted by officers?
You don't have to. I just wanted to make sure somebody was Coming you. Oh god, oh god. Oh god. I
What's going on, what's going on. Thank you. Again. Go in Oh, inside of your House,
and your husband did What?
Let's do it. Oh,
yes, ma'am, we have officer. Do You see your
husband? I Oh,
my God, okay, you don't know where he is.
Can you Google?
They're on
the correct, they're on the way. Ma'am, okay, do you see your husband yet?
I can't get over the dog barking.
Where is the police on the
way? Ma'am, they have to drive. There's someone
laying in the street. No.
Oh, are you outside of the bathroom
now? So who did you say? Is laying where?
Okay?
What's your address?
Yes, lay in your living room.
Where is the pool?
So hard. Oh, my God. Oh my god. I
understand, you doing good. You're doing fine. Just stay in the line with me. Okay, are you off the bat now? No, I'm showing it off. Susan, right now, okay,
just stay
in there for right now. That's fine.
That's fine. Just stay in there.
Okay, do Who are You talking to?
Who Are you talking to?
COVID. Who are you talking to? Subject in your room to know the room.
Okay, have the police. Seen it
all right, you can go ahead and talk to officers. Thank you.",Law_Enforcement
203.txt,"911, where's your emergency? This
might go to 515. East, man. So I got to peek with my yard, and there's dogs in my yard from next door. And doesn't know what the hell is going on. But is it something going on here?
Okay, are you hearing yelling? What's going on
about something? I don't know what
to see what's going on.
Okay, don't approach them. Mike,
don't approach back.
Do not approach them. Go back in
your house.
Mike, do not approach them. Go back in your house.
Okay, you need to go back in your house. I mean, get officers in route,
get about right now,
452, disturbances
in product
might go back in your house. It's too late now. We got one in your house. What did you say? As a guy who was up by yard, he started attacking me, 36905,
he jumped on me.
You need to go back in your house. It's
well, I'm inviting the RT to go back in his house. He will not listen.
Mike, what's your phone number?
What is your phone number? 4741605,
okay, did you? Did you go back in your house?
No, I got blood all over me. Were you? Were you attacked by the dog?
No, the guy attacked me.
Four or five. CRP advised he is now in the house. The male subject, I can't hear you. Ma'am, he is injured. I'm thinking on the radio. Who attacked you? This guy next door? Who is it? I don't know who it is.
07, 31
where are you hurt?
It's his blood. I think it's almost in my house. It's on my hands. It might gun.
Okay, did you attack the other male?
No, I was in my yard. I was on my sidewalk. He COVID started swimming at me. It was good jumping.
Okay, why is there his blood on you?
Well, because he was that close, that's why.
Okay, did you hit him? What happened? Did what did you hit him? Why is his blood on you? He was attacking, but I shot him. 452, RP, shot the male subject, I repeat, male subject has been shot. What kind of gun do you have? It's a black four or five to you stand by. Where is your gun? It's in my house. Is it next to you?
It's on my table.
I got a heart thing too. My heart's bugging. I got to sit down. Okay,
okay, Mike, take a few deep breaths. I'm not understanding you. Mike, I want you to sit down and take a few deep breaths. Yeah,
where are you in the house?
I missed. I was switching.
Mike, I need, I need you to listen to me. Where are you in the house?
I'm in my kitchen. Okay,
now, no, okay.
RP is in the kitchen. It will be Mike voting.
I'm having some chest pains right now. Okay, do
Now, yes, I gotta hang up. I gotta get some other stuff here. No, Mike, I need you to stay on the phone with me. Okay, I can't I gotta get tonight. I gotta get my medication. Mike, I.",Law_Enforcement
204.txt,"We have a pursuit, Okay, where is this at
taking it left on Pacheco from St Michael's
75 miles per hour,
turning right onto single, turning right onto single from Pacheco. Yeah.
44 Be advised, he's turning around to Ringo from Bucha pursuit in 10.
Four headed towards Santa Fe High School. What kind of car it's
going to be a car it's
gonna be, a Honda. Keep up into
10, 410, Honda, yeah, what's your 20 now? 42
Easter West, are they
going to is nothing Yucca going on three go. I'm sorry, going towards the
Rio for the pursuit.
42 you cut out 10 nine on your application.
I I'm not too sure. North
Carolina, yeah,
advised to occupants, one male, one female.
What did you 4242
10, 440, miles power, what's the reason for
the pursuit? 42 what's the reason for the pursuit?
He's not in contact with me right now.
444, for my commanders that they're going to need reasons for the suit or they're not going to continue. 42 what's the reason for the pursuit?
Sound of faith. Santa
Fe. Santa Fe. 42 What's your 20?
Okay, sounds like he's elegant person.
You 42 What's your 20 Do you know if you have an officer out with him? Yeah. 44 Camino Carlos Ray, las Casita, las crucified. Ambulance at that location. Okay, do you know who was here and 442, who was here? You're going to be on COVID Three and Las Casitas, yes. Okay, you know who is here?
Female is not responding. A
vehicle disabled, and for female not responding, Carlos Ray las Casitas and the
vehicle is disabled.
What did you send me that the vehicle is disabled as well? Okay, can I put your hands real quick? I Okay, do I understand. Yeah, I'm here. Do you want me to go ahead and have officers? Do you have any more information on I think that not as of this moment, he hasn't responded to me. Yeah, that's it for now. You have. How many people do you have out there? Do you know past two people in route and nine? Nine there? Well, we have, I think we still have a few responding, okay, can you tell me exactly you know where the sanguine Team Park is? Yeah,
I heard my team is parked.
And that's between syringo Or yeah, Gordon COVID, yeah, okay, my brother de
Pueblo, Martinez Park, las casita
Street, okay, I think I got
it now. Okay, so, okay, I got it. Okay, okay, thank you. I appreciate it. No problem, bye, bye.",Law_Enforcement
207.txt,"Number one with the other three. Ramsey,
my girlfriend is raped, and I think she's dead. I need someone here now. Okay, she breathing? No, she ain't. There's vomit. She's been beat because there's something tied around her neck. I just cut it off. She's dead. I can't I've been doing CPR for the past 20 minutes. She ain't coming back. What's your address? Ahmed, yes, it's called Cambridge square complex. Someone said they already called the ambulance, but I'm just making sure
who called the ambulance? My neighbors,
okay, we don't have a call on it. You said you've been doing CPR, yeah.
Get someone down here right now before I kill them. They're on their way. Okay?
Because I think my neighbor did it the other the other dispatcher dispatching them at this time. Do you want to continue to try to do CPR?
Yes, tell me what I need to do. Okay, all right.
Are you there?
Okay, you're gonna take your hands. You're gonna place them
on the floor, right,
okay, push down hard and fast, two inches in depth, okay, and you're gonna try. You're gonna try to pump twice every second. It's going to be about 100 compressions a minute, very quickly, very quickly paced. You're going to want to do about 100 compressions per minute. Okay,
I'm sorry.
Keep saying, keep doing that.
Okay, tilt her head back and
give her two breaths. You.
Okay, coming out. But keep doing it.
Keep doing it. There any more compression?
You were too old.
There You go. 30 more compressed,
compression, I
keep Going. She's choking her own vomit.
I can tell she Ahmed
all around her neck
colors. I don't feel cold.
Okay, you're doing impression.
I This is not one Monica disconnected from you that's okay, still there in the compression, yes, okay, come here. My
girlfriend's been breaking, dead with CPR.
CPR, okay, who's there with you? My neighbor, okay,
come on, baby,
that's Right, okay on the performance. The two breaths. Okay.
Come on, baby, hello.
Do you know about how old she is?
She's 17. I think
she's 17. Keep
going, don't stop
going. Okay,
yeah, he shot by her back. Okay, you're going to
keep doing what he was doing. I'm sick. And ago he's doing just right,
yeah, and
he found her like this, yeah,
okay, say, I'm
sorry. What was
that? It's back. Oh, no. Wonder who the shit? Man?
What's our name, bro,
what's her name?
What's her name? I CPR, yeah, he's still doing it. Okay?
You all have the door unlocked so that the crews can come inside. They should
be there.
Hello, hello, I'm still here. Okay,
they're inside the apartment. Yeah,
see a little bag well? My dude, my girlfriend, his girlfriend and dad and stuff, man, yes, I am
all right. I Are
you still there?
Really? I.",Law_Enforcement
208.txt,"Sit down. 911, what's the location? Sandy Hook school, I think there's somebody shooting in here. Sandy Hook school, okay, what makes you think that? Because somebody's got a god, I thought a glimpse of somebody, they're running down the hallway. Okay, they're still running. They're still shooting.
Sandy Hook school, please.
Five, cyber. John, 911, what's the location of your emergency baby hook? Elementary school 12. Dick is enjoying, okay, I've got that. What's going on down there? I believe they're shooting at the front, at the front glass. Something going on? All right, I've got, I want you to stand alignment. Where are you in the school? I'm dead, down the corridor. All right, I want you to take cover, Jeff, get the shot. All right, get everybody you can going down there. All right, let me, let me get some information. What makes you think that the fun glasses all shot out there that kept going on? Okay?
It's still happening. You all
right, what about the students in the front of the building? Everything's locked up. As far as I know. I'm not in front. Did you see anything out the window? No, it's still going on. I can't get over there. Okay, I don't want you to go over there. I want to know what's happening with the students, though, along the front corridors. This is in the front parking lot. Yes, I'm not. I'm not in the front. I'm actually down the other part, but I'm close. Okay. Do you see anything or hear anything more? I keep hearing shooting. I can keep hearing popping. Shooting.
Is the Sandy Hook Elementary School in
Newtown. Jen, let's get one let's get one caller. I'll take my caller
now. Who am I talking with right now?
What's your name? Rick storm. All right, Rick, what is your position with the
school? I'm acting
New Town. What's the address of the school, 12?
Something's happening. Okay.
Jen, hang up. I need you to get off that phone.
Yes, hi, what are you hearing now? It's now it's silent. Okay,
all right. Now, when you say the school is in lockdown,
classrooms, okay, so at this time you're defending in place, okay, at this time all the rooms are locked, yeah, okay. Did you see anything out front before this started? No, I was out one morning.
Where are you in the
gym? Teacher told me they saw going past the gym just now. Yes, all right. Now are they running on the outside of the inside? I would say that was the outside. I
there's still shooting going on, please.
What about injuries at this time? Excuse me, what about injuries at this time? I don't know of any injuries right now, okay.
Jen, I need you to call the state
police. Going on
in town 911, what's the ash? It's 10, Dickinson drive and Sandy Hook, Newtown, Connecticut, okay, what's going on at 10? Dickinson drug, it sounds like I'm the hallway. I'm a teacher in the school. Okay. Where are you in the school right now? I am in the school and in your classroom. Okay. Do you have everyone in the classroom and the door, all of my students, the door is not locked yet. I have to go. Okay. Keep everybody calm. Keep everybody down. Get everybody away from the windows. Okay, yes. Where are you in the school? I am in the hallway. When you walk in the front entrance, if you take a left, okay, try to walk down the school. Okay, we're trying. Okay, all right.
Request, applause,
she's been shot once in The
foot. She's been shot once in
the foot. Okay, room number one, room number one, one shot in room the one. How close are you guys to arriving on scene? What? How close are you guys? Female shot in the foot. You got a female party shot in the foot right by the playground. Number one, oh, I know that. Okay, where, where are you? Are you? Okay, right now, okay, where, where, where's room one in the school, facing the playground. Where are you? Facing the playground? On the playground, facing towards, providing, towards Are you safe right now? I think so. My pressure door is not locked, okay. Is there anybody that can lock the fashion door without being safe to do so? Okay, just try to stay where you are. Okay. There's children in this room. Okay, try to apply pressure. Okay, yeah, okay. We have people coming. Okay, all right. Is there any other teacher with you in there, or is just students? No, there's two other adults in the room with me. Okay. All right. Are they? Are they right next to you? Where are they in the room? No, they're over on the other side of the bookshelf. Okay. All right. Are you okay right now? For now, hopefully, okay. All right, just keep an eye on try to keep pressure on it. Okay. We have people heading out there. Okay, bye. Bye. 911, what's the average emergency? Hi, my friend just says she's at the Sandy Hook Elementary such as A shooting, where, where, okay. Thank you very much. And
hello, hello, Hello.
We have a team three.
We have a team, free, please, mercy, hey, it's Fauci. Newtown. How are you do you guys hear what's going on in our town right now? Yeah, you got it? Okay? All right. All right. Thanks. Thanks.
Count police discussion.
Okay, I have that. We have officers on scene.
Thank you. What's your name? Rick Thorn,
okay, I'm in the building. All right, Rick,
I got you. I'm on the other line.
All right. Thank you.
Here.
Transfer information so
location of the
emergency we're see Newtown 911, New
Town 911, what's the location of your emergency?
Hello, are you talking to me? I am talking to you guys. Is this you? Yeah, okay, we're back on the line together.
Was that by, is that by? PD,
what was that firehouse to firefighter house? Yeah, we got I'm sorry. Well, I'm not. Let's send them in there. In there. Yeah.
Where is she in the school?
Don't. Don't worry about where room one is. Where is she in the school?
Yes, ma'am,
this time it's unknown to me. We believe there is a shooting going on at that school. It is in lockdown. I don't have any other information, but unfortunately, I'm going to have to put you on hold for a moment because I have most calls going. All right, Newtown, 911, Rick, yeah, okay, stay on the phone with me. Okay.
Tom, police dispatch,
yes, ma'am, I just spoke with Janet Robinson. I do believe there has been a shooting at the school. We are in the middle of multiple calls.
Yes. Ma'am,
Hi, Rick, you still with me? Yes. All right. What do you see now? I'm standing in the corridor, just watching this corridor. You're watching your corridor? Yes, okay. One
of the reasons why
school, you're gonna have to talk to the first selectman. I've already talked to Janet Robinson and
don't police dispatch a new Yeah, very
at this point I would maintain your post at your school. All right, thank
you for the school. All
right. Do you hear any police officers at this time? Rick, I'm hearing talking. I'm not seeing anybody. I'm hearing talking, okay, like I said, I'm sitting in the middle
of this corridor.
Thanks, custodian, all right, tell him you're on the phone with me. I'm on the phone with this fact, victims
in the building. How many, how many
two downs, guys?
You. Just say
so nobody
We're working on that.
Roger, anybody going there? Alright, Rick, I'm going to let you go. You go with them for the State Police. State Police have been notified. They've been notified. All right? Rick, Alex, I'm gonna keep you with me. Okay?
Fire shooting, not now,
five minutes ago, there's our houses and
location of emergency,
okay, Rick, I'm still with you. Jen,
you're gonna have to get 19 crap up.
Rick, I'm gonna put you on hold for a minute.
Newtown 911 what's the location of your emergency?
Newtown 911, what's the location of the emergency? Sandy Hook school? Okay, all right, watch this text with me instead of shooters and Okay, we have officers on scene at this time declaring the school at the time. Okay. All right. You.",Law_Enforcement
209.txt,"Des Moines, please. Is this an emergency? Or can you hold that's an emergency? I think it's an emergency. It sounds like we have gunshots off of Southwest mine in Burma. Yes, we've got calls about Creston. There's a fella on Creston Avenue that's shooting a weapon, so just stay inside your house. Okay,
hi to William,
please. Do you call 911? Yes, my husband's on phone. There's a guy here with an assault rifle shooting at police and aiming at our house. You got to get some you tried to shoot at your house. He was the car. Okay. How many shots is he fired? At least 34 got he's out there again, please. We're all the way. Can you give me a description of him? He's got blonde hair. He's kind of see him. He's right out. This guy's out
the driveway now
shooting up and down the street. All right, stay in your house and lock your doors. Okay, all right, we're on the way. Thank you. Bye. Bye,
hello. Yeah, that's the place farmers got a call from this number. Is everything? Okay? Well, I tell
you what the deal is, this wild man across the street, he's got an assault rifle, and I bet he set off 30 rounds. Oh, Jesus. He's naming the gun now he's out in front of his house. There he shot again. There are two more, three, more, four, more, Jesus.
Oh, my god,
yeah. Anyway, he's nuts. He is shooting at cars now out in the street. Just, he just shot at somebody, like he
shot at somebody, yeah, okay, now he shoot at somebody in cars. Yeah, that's the person I shoot that one.
They look like, damn. I don't know. Is he on the front porch? Can
you hear the shots? Yeah, I can hear him. Oh, my God. He's sitting on the back end of his car out towards the street, reloading. I'm afraid to stay here, all cars going up street here. I'll let you know, right?
Oh my God, he's shooting
at the car. Oh my God, he's going at him. Oh, you late. You laid down the assault rifle. I'm not saying door. I'm afraid of this dude. Oh, my God, here goes another car Street. He's
got about four officers there and come up on them real quick.
Damn. He's got camouflage pants on, but he's at the back. He the back. He's facing towards the north. He's sitting on the back of a white van, and I think he is still by the van. Still got the rifle. Yeah, he's got something. He laid down the other one, he's laying down now on the cut, on ground, like a sniper. He's a, he's a, I think, a Gulf War veteran. Not positive. But what's his name? Steve, see, what? What's his last name? What? What is it? Vogel. Steve, Steven Vogel,
as he laying down under the car.
No, now he's up. Nice.
Tell me exactly where he is and what he's on. Okay,
he's got the gun back up. He's on the
it would be the north
east corner of his house there.
Oh, my God, here we go see him.
Oh, recall, oh, my God, he's probably
shot 60 rounds. Okay, your officers better be careful. He's shooting the car like across the street. He's shooting to the north. He's facing out the North from the house, so he shoot towards the north. Yeah, yeah. Now he is, that's what the cars were. Impressed. He's on. He's on the south side of Creston, but he
shoots across the side. Can you time the guns
I it looks
like to me he's got, at least, definitely, Assault Rifle sometimes. There he goes. Jesus, shoot again. I got to get away from the front door. I'm afraid, because I can see, I can angrily see him, but your officers can come up on Broad Street.
We got the whole entire block locked down right now, so, oh, my
god, hope no more cars come a bike. I know he shot at him, because, yeah, before I called, he probably shot 30 rounds off. What's
he doing now? Okay, I do not see him now at all.
So he's beyond he was on the east side of his house, facing north. There's a white band, and I thought he wanted to slide that his backyard fenced in, you know what? Maybe he went back in reload or something. I don't know. He lives right there where they just about there he is back out, facing the north, on the north side of the house again, facing Chris. He still got the
gun. Oh yes. Listen to him.
His yard. His yard is fenced in all the way the back, all the way down from the south side, the west side and the north side is all fenced in.
I got about 15 officers around that house right now. Okay,
they want to come down here near this one. I don't know. He'll start shooting at us, but really don't need that. He's on the back side. It looks like I just don't see but he's still shooting
okay, you don't see him anymore. No, okay, you moved around. I got another caller. My partner's got him on the line. They're watching him now. So, okay, I'll let you go. Just stay in the house until give it all clear. Okay, okay. Thank you. 111,
yeah, I'm probably not shot fired. Okay, we're at South Side. It's up Glover. There's a Glover. There's an alleyway over by Lincoln. It looks like the corner of Glover and Creston looks like he was out there drinking. He's got a semi automatic AR 15, and he is just lighting this place up. Okay,
I don't know. I can't see they
just didn't know if you had seen anything. We have several officers all the way, okay, just trying to be aware. He's got a semi automatic. Looks like AR 15. He is shooting every I don't know what he's doing. I can see the house. I know the last name of the person. I know someone who lives there. It looks like your dad. Last name is Vogel. I don't I don't know his first name.
Okay, we're on the way. Okay, we should be there very shortly. Just keep your doors locked and stay inside. Okay, okay, 911, I need to report a neighbor firing a gun. And you saw him do this. I'm watching him. He's been firing this gun off of his deck, back behind his yard. Okay, I had no idea. I have no idea, but I can't it looks like a rifle has come some kind. I don't. There's no other people over there. I don't know if he's into hunting or something, but I don't think you're allowed to shoot your tongue right here, and you're
taking a lot of calls on I just want to make sure. Started
maybe three or four minutes ago. Okay, is he still out there with it?
Sit down. Sit down. I'm telling my kids to get away from the window. Let's understand just a second. I can't see him from where I'm standing. He was on his back deck. But he's probably fired it 20 or 25 times by now, and it did look like he was aiming it towards the backyard. I do know his name, if that helps. Yes, that is very helpful. His name is Steve Vogel, V, O, G, and I think it's E, L, Steve, you said,
Yes, okay. Give me a second.
Oh, my God.
Did you see him leaving anything? Or do you see any firing it right now? Did you see what he was wearing at home? I
don't want to get too close. That's fine. I i don't i don't see him anymore. He must be. Oh Jesus. Okay. Well, now I see him. Okay. He's standing in his driveway. He's standing in his driveway right where I am, and he was aiming it up in the air. He's wearing black and yellow sweatshirt. I think
we got him coming, man, we're not too far out. You stay on the phone with me now. Is he still out in the driveway? Yes,
he's still firing.
I just can't believe he could do this stupid
he's still off run. Ma'am, I think so.
I'm just afraid to get right up to the window because he's only a few feet away from my driveway. But he's firing right now. No, I
don't get too close to winter. That's fine. I just,
he just, he just keeps popping them off. He does appear to be in his front yard, okay, what's going on now, man, I haven't heard him saying for maybe a minute, okay, I don't see him behind his house. Think you might
still be laying down on the front from what one of the other neighbors is telling us to
mind, please, this is an emergency. Or can you hold Yes, it's an emergency. Where are you an emergency? I've just been shot up. Are you injured? No. Are you in a house or in a car. I'm in a car. Where are you at? Right now. Right now. I am just off of Southwest night I got out of where the guy was shooting at me. He hit you. He blew two holes through my window. What kind of car are you in? I'm in a Nissan Ultima. I.
What color sky blue.
Where are you at? Right now. Right now. Hold on.
I think I hear cops going, we're on our way there. I just need to know where you're at so we can locate you when this is all wrapped up and okay, I'm on Broad Street, broad and southwest, seventh. I just got out of there. Okay, that's fine, and you are not injured, correct? I want you to just assess yourself and make sure you haven't been struck by anything. I got some glass cuts on my face. Do you think you need an ambulance? No, I don't need an ambulance. Okay, all right, I'm going to let them know where you're at. You just hang tight there and we'll get you okay. Okay, all right. Bye.",Law_Enforcement
21.txt,"Dispatch: for Delmar and auto accident contour, telephone comes for a male down Delmar Avenue and Merrill Road. 32 156, just by Claxton and Del Mar. 23 Claxton and zone revenue last year to six, five, repeat unit medical and repeat your message. What do you have going on there? Repeat your unit. Number one, one. What do you have there? Claxton. Male, shooting a gun, shooting a gun.
Dispatch: Delmar units use caution. Male is shooting a gun. 6502, use caution, a male is shooting a gun. I'm on the phone with 911 now. All Delmar units, stand by unless urgent.
Dispatch: have all units stage. Merrick Road, having you got a gunshot victim right here. 5360, 13, 6006500. Fortune was notified with the additional information, this is a confirmed shooting and you do have a shooting victim. 23 the shooting victim is on his way to the hospital. See if go 6099, 21 code 123, all units stand by 600. Who's transporting the shooting victim? Obama. Is 2156, along the 160 200-670-0650, all units off the block. I repeat, all units off the block. 650, all 12 units, stay off of Delmar Avenue. All units are to stay off of Delmar Avenue. Authority of 600 0099, 2223 60995. Minutes, not a five minute with Charles coming with gunshot. 20 year old. Gunshot was one victim. They can't get into all of them. 23 three, there's the victim shot at this time. 23 a notified mid Council, yet they're aware. 23 652, 650, Delmar units remain off Delmar Avenue. The scene is not secure. Repeating, stay off of Delmar Avenue, the scene is not secure. I want all units to stage at station two. Until further notice. All Delmar units are to stage at station number two, repeating. All Delmar units are to stage at station number two, authority of 6007, you copy. 607650 you copy all Delmar units are to stage at station number two to go to station two and single six to 719, auto accident. Car hit a pole Delmar Avenue and Marion Street in Delmar. 715, post, 2154, 719, at 719, we got it in front of 2511 Delmar Avenue. Okay. Location. Just advise 19. I'll be there with a flight to play headquarters to 719. We're also receiving an auto accident injury Belmore Avenue and Merrick Road. Is that the same location? Okay, I stand by. We're going to notify the fire department for an ambulance. 719, receive is possibly a DWI headquarters, headquarters to. Any Seventh Precinct units to respond to 2485 Belmore Avenue, we're receiving several calls for shots, shots fired at that location. Two on five, eight, any Seventh Street units. 2485 Bellmore Avenue across from Marion and Claxton, the same location also canine number 322, eight, oh, canine number 322, 18, go meet 81 okay, you 81 as a shot fire. Shot fired. What is the Aux? 2367, so responding to 2485 Fillmore Avenue, apparently a call related to shots fired the auto accident. Somebody pulled out a gun and shot somebody, and they have a gunshot victim in one of the vehicles. 2367, received. Four, next. 4310, four, we have units. 81 I could advise, Okay, anybody 81 that's why shots fired 708, advising shots fired at Belmore Avenue. Anyone else? 81
Annotation: Law",Law_Enforcement
